# type (r;w;u;1-9),class,name,comment,QQ,ZZ,PBSB,ID,field1,part (m;s),type / templates,divider / values,unit,comment [1],field2,part (m;s) [1],type / templates [1],divider / values [1],unit [1],comment [2],field3,part (m;s) [2],type / templates [2],divider / values [2],unit [2],comment [3],field4,part (m;s) [3],type / templates [3],divider / values [3],unit [3],comment [4],field5,part (m;s) [4],type / templates [4],divider / values [4],unit [4],comment [5],field6,part (m;s) [5],type / templates [5],divider / values [5],unit [5],comment [6],field7,part (m;s) [6],type / templates [6],divider / values [6],unit [6],comment [7]
r;u,SM2,temp_76_21,,,76,5022,004e4e,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_22,,,76,5022,004f4e,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_23,,,76,5022,00504e,,,SIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_24,,,76,5022,00514e,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_25,,,76,5022,00524e,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_26,,,76,5022,00960b,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_27,,,76,5022,00ae09,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_31,,,76,5022,09ae09,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_32,,,76,5022,0b3613,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_33,,,76,5022,0b4503,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_35,,,76,5022,1bcf03,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_37,,,76,5022,1e2d0a,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_39,,,76,5022,273213,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_44,,,76,5022,327e09,,,SIN,10,°C,Warmwassertemperatur_Solarspeicher_2_24h_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_46,,,76,5022,374113,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_48,,,76,5022,3ac20a,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_50,,,76,5022,45fbfd,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_51,,,76,5022,46454e,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_52,,,76,5022,47ce03,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_53,,,76,5022,533e13,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_54,,,76,5022,55af09,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_55,,,76,5022,573713,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_56,,,76,5022,574403,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_57,,,76,5022,62534e,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_58,,,76,5022,6b4013,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_61,,,76,5022,76f502,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_63,,,76,5022,8fc903,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_65,,,76,5022,9b4a03,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_66,,,76,5022,9f4303,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_68,,,76,5022,a3cd03,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_71,,,76,5022,b1ac09,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_74,,,76,5022,bf2f13,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_76,,,76,5022,c34203,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_77,,,76,5022,c73813,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_79,,,76,5022,d28d0a,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_83,,,76,5022,d64a4e,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_84,,,76,5022,d7c103,,,HEX:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_85,,,76,5022,e32e13,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_87,,,76,5022,eb3c13,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_90,,,76,5022,f5cc09,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_91,,,76,5022,ffcc03,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,temp_76_92,,,76,5022,6a8f0a,,,SIN,10,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TK1_24h_MAX,,,76,5022,a57809,,,SIN,10,°C,Temperatur_Kollektor_1_24h_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TK1_24h_MIN,,,76,5022,357709,,,SIN,10,°C,Temperatur_Kollektor_1_24h_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TWSSP1_24h_MAX,,,76,5022,897c09,,,SIN,10,°C,Warmwassertemperatur_Solarspeicher_1_24h_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TWSSP1_24h_MIN,,,76,5022,417b09,,,SIN,10,°C,Warmwassertemperatur_Solarspeicher_1_24h_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TWSSP2_24h_MAX,,,76,5022,317e09,,,SIN,10,°C,Warmwassertemperatur_Solarspeicher_2_24h_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r;u,SM2,TWSSP2_24h_MIN,,,76,5022,d57d09,,,SIN,10,°C,Warmwassertemperatur_Solarspeicher_2_24h_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
